Content,Score
"Aku menemukan 2 bug. Yang pertama saat unggah threads dengan lampiran foto resolusi tinggi, threads tidak terunggah padahal koneksi data unggahnya berjalan, dan itu dibarengi dengan aplikasi lag bahkan sampai forceclose. Dan yang kedua saat copy teks selain huruf alphabet (seperti huruf arab, Thailand, aksara jawa), aplikasi akan mengalami lag hingga kemudian forceclose. Untuk pengembang, tolong optimalkan lagi karena beberapa apl META mempunyai masalah sama terhadap kompresi media foto & video.",2
bintang 3 dulu. kalo mau upload foto aplikasinya keluar keluar sendiri,3
Tolong tambahin topik trending kek Twitter,5
Aplikasikanya mantap,5
\U0001f44d\U0001f44d,5
"SEJAUH INI, INI YANG PALING JAUH",5
Kenapa di redmi 8 enggak suport,2
Good,5
I can't post pictures or video,3
Dev tolong perbaikin lagi ya masa pas saya buka kok tulisannya itu gimana ya kayak ngefrezee sama ngikut gitu Dev aku gatau knp katanya ini juga apps barunya ig eh tau tau punya ku lag:),4
"Everytime I wanted to post, it always force closing. Please fix, thanks.",2
"kenapa saat saya ingin melihat orang yang saya ikuti malah tidak bisa, tolong diperbaiki untuk kedepannya",1
"halo threads team mau kasih saran nih buat apk nya, kasih fitur download foto dan video doong terimakasih threads team",3
"masi kedip"" gajelas",1
Ok,5
Eror gk bisa di scroll Pada numpuk2,1
"gass lah, lumayan para buzzer pada bingung",5
Lumayan sih tapi gak ad mode gelap,4
Bagus mirip twiter,2
Juki jabingan gawe sosmed men gaji admin sosial media munggah,5
Sinkornasi gagal,1
Bug parah,2
Bug screen,1
masi berantakan bgt,3
Wow amazing \U0001f929\U0001f929,5
"Bagus bgt, mudah2an gk pelit kyk sebelah..",5
Bug nya gg skroll dikit langsung banyak tampilan errornya,1
Lumayan bagus tapi jangan seperti Twitter ya,5
Keren,5
kren sih cuman agak lemot,3
"please, don't mix Instagram accounts with thread accounts, because most of us don't want to be known on other social media, if our username is the same as our Instagram account it will be easily found by other people",3
jangan download entar nyesel,1
yu brik my heat brik my hope,5
"Not bad sejauh ini, bug wajar sih mungkin karena baru launching.. kedepannya perbaiki aja min, good job",4
Masih bug... Aplikasi threads error... Stlah kata sandi IG diganti....,2
oksi,5
Yang ngebug atau lain2. Hp kurang canggih wkwk,5
"please update when you enter the app, it overwrites the Ui, please fix it\U0001f64f",1
Igg guaa balikinnn bangg kenapaa jdii gini igg guaa,1
Bagus. tapi kok punyaku ngebug yah. Tolong dong bantu,5
bug parah,1
"the Twitter has a translator system from English to the language we want, I want that feature in this Threads",4
Good,5
"Walaupun mau digugat sama twitter, gass teruss",4
Threads punya saya kenapa tidak bisa upload warna terang ya?,3
"Who is better, Elon or mark",5
Gooid,5
Tolong di perbaiki apknya. Id di bio instagram masa ga bisa dikembalikan,1
Bakal lebih bagus lagi tanpa mencantumkan lencana di bio si meskipun bisa disembunyikan/hapus . Menganggu bgt :( nyesel. Udah gausah rilis .,1
Aku pengguna ke 22593,5
Best apps ever.,5
"Kurang lengkap ""penerjemah ""belum muncul.",3
banyak bug,1
Kalau bisa ada fitur insight seperti di Instagram,5
Tolong Mark zuckerberg bug nya,1
Bugggggg,1
The best,5
"kenapa ya?kalau saya buka threads ig saya ke logout sendiri,trs kalau saya login lagi saya ga bisa buka threads",2
Segini dulu aja,4
"Mantap, inovasi baru dari meta mwehehe",5
kenapa pada saat ingin meng-upload foto malah keluar dari aplikasi?,2
"bug nya kebangetan banget, banyak yang tumpang tindih, tolong di perbaiki lagi!",2
Godd,5
I want the feature to download pictures like on Facebook,4
"Bagus kek twitter, yg komen bug atau yg lain hal mungkin sinyal atau hp lu pada (mungkin)",5
"Bagus kok bug"" apanya",5
Mantapppp,5
Tambah fitur terjemahan teks,5
"Yokoso,byk bug",1
Logout Mulu kalo disambungin ke ig,2
"Bagus aja, semoga ditambahin lagi fitur cakepnya. Saingan Twitter",5
"Tolong diperbaiki, tampilan patah patah dan ada bug",5
gaada tema buat ganti ke gelap,1
Mutulan dulu kali @ardipocen,5
Ko ig sya jadi nggak bisa dibuka setelah pake apk ini,1
"Awalnya bikin bingung, tolong tambahin fitur translate. Semoga kedepannya lebih baik ya & Terima kasih\U0001f970",4
mau jadi yg pertama disini aja soalanya klo di threads duluan mark,5
Ini gabisa pake 2 akun kahhhh \U0001f62d\U0001f62d\U0001f62d,2
So many bug,2
Kenapa tampilan nya pecah pecah,1
Bagus,5
"Thank You, Buat Yang Bikin Aplikasi Ini!",5
Id Thread tidak muncul di Bio. Mohon segera diatasi,1
Gok gok,5
Nitip,5
"Andai saja kasih ""Story"", rame ni aplikasi",2
Waduh om ini apk bagus om lanjutkan persaingannya om saya suka nih yang begini begini kalo hidup gaada masalah ya cari masalah sendiri,5
Saran Untuk Menambahkan Fitur Di Dalam Aplikasi Threads Yaitu Fitur Beralih Akun Secara Manual Di Aplikasi Threads Tanpa Harus Ke Instagram,3
Aplikasi gak bisa scroll masih lelet numpuk\xb2 gitu? Gimana sih tolong di perbaiki.thanks!,1
Jujurly lebih suka twitter pokoknya,2
Nice,5
Aku leluhur,5
uu,5
Lebih ringan dari Twitter untuk balas dan retweet.,4
NEED TRANSLATE!!!,4
anjay,5
Saran Feature Tambahkan tombol navigasi terjemahan untuk memudahkan pengguna dari negara luar bahasa,2
di hp android bug,1
masih terdapat bug,1
Need more improvement . Some fiture like save img . But over all like UI dll i realy love it.,4
Seruuuuu,5
Oke,5
"Aku harap aplikasi ini tidak eror seperti twitter, twitter yang menyebalkan",4
"Gw gak ngerti cara pakenya, kok punya org\xb2 bisa buat SG caranya Gmn? Kasih tau dongg",3
"please update to provide posting features in other applications such as on Instagram you can post the same post on Facebook, and also add the Instagram story featured",5
"Bagus semua, simpel, bisa pake akun IG, follower di Instagram pun bisa di follow. Saran aja dikasih fitur download gambar, translate seperti di Instagram, threadnya bisa di mark/simpan seperti di Instagram",5
masih ngebug aplikasinya,1
perlu untuk lebih ditingkatkan keoptimalan nya,4
Eror cuyyy sekarang,1
"Perbaiki bug pada hp saya Vivo Y17, Saat Mengscroll dia malah jadi dobel layarnya dan itu sangat mengganggu. Semoga di Perbaiki masa Perusahaan Besar tidak bisa memperbaikinya. Cya",1
Tentram dan Damai ~~~,5
Gasss,5
"Banyak yang bilang bug itulah itulah, sebenarnya gada sih, kayaknya hp kalian aja yang ketinggalan zaman \U0001f920",5
Erorr,3
Nice Nice Nice,5
Sering error dan ngebug tapi gpp ada freya,3
hp saya yang udah ketinggalan kali ya error gabisa discroll,1
Seruuuu,5
Pengganti twiterrr,5
There are no translation tools. Why are there no translation tools?,3
"Aku barusan mo posting picture langsung keluar keberanda hp dung,seperti mo posting gambar gak bisa,kek kena tolak Ama ni aplikasi",1
"Aku gk ada problem, hp kalian aja yg kentang",5
"Aplikasinya bagus banget mirip kayak Twitter,tapi nanti tambahin fitur hashtag,multi akun dong makasih \U0001f64f\U0001f3fb:D",5
Cocok buat main rp,5
Keren lebih keren dari twitter,5
nyaingin Bang elon ygy wk\u0175kwkw,5
For close ketika gua coba upload foto,3
Di tunggu gelut sama Elon musk,5
Blum bisa di gunakan.,2
Ga bisa chtan,3
"Login hrs pke ig, bye",1
Masih ad bugny baru masuk UIny pada timpa\xb2,1
Nice good,5
Memuaskan,5
Aplikasinya eror. Tolong di perbaiki,1
Kenapa ga ada hastag trending kayak sebelah.,4
Good,5
"Ini gimana njingg, tulisannya bikin gua pusing tolol",1
"Buat apk yg baru rilis udah not bad lah,tinggal dikembangin lagi aja,diperbanyak fiturnya,dll yg buat menarik.",3
Bug UI. lol,1
Banyak yg mikir ini itu apk kaya Instragram ini kaya Twitter woyyy cuma pake akun ig aja \U0001f44d,5
Good apk,5
OMAGA Twitter nya Mark Zuckerbor\U0001f480\U0001f480,5
"Pleaeenga bisa di scrolll di hp ku inii,tolong perbaiki",1
"perfect app daripada twiter yang banyak peraturan, semoga aplikasi ini bisa berkembang maju daripada sebelah",5
bgus,5
"eror, susah ngescrol, patah patah lgi",1
"Gak terlalu bagus, gak terlalu buruk juga. Saya cuman mau minta saran, tolong tambahkan fitur translate dan fitur DM\U0001f64f",4
Tambahkan fitur Explore dan multi akun,4
Baru download,5
Aplikasinya bagus sekali,5
\u2b50\u2b50\u2b50\u2b50\u2b50,5
"Videonya masih burik, berharap ada translate nya\U0001f642",4
Mantap\U0001f44d,5
Aplikasinya bagus. semoga setiap akun hanya bisa dikelola oleh satu pengguna saja. dan tidak ada sampah-sampah yang mengandung sex seperti aplikasi lainnya.,5
gada dark theme nya,3
Just another Twitter?,3
"Sudah bagus, vibesnya dan ui nya lebih baik dari twitter menurutku. fiturnya masih kurang lengkap misal fitur save atau tags masih belum ada. Agak susah pula kalau pindah akun dan akun yg sudah dibuat tidak bisa dihapus. Kalau untuk upload foto atau video saya belum mencoba tetapi dari pengamatan saya foto yang diupload di threads lebih tajam dan tidak terkena kompresi seperti di instagram. Jadi menurut saya untuk urusan upload foto threads ini sudah sangat bagus",3
"there is a bug in threads SIT instagram with case : 1. create status in threads 2. added to instagram 3. Status in threads is deleted 4. delete story on instagram can't appear pop up ""your video hasn't been deleted, try again."" 5. Already tried 2 times and videos cannot be deleted",5
moga lebih baik dari tweet,5
ENAKAN TWITTER. THREADS CUMA JIPLAKAN DARI TWITTER HAHAHAHA,1
Still have bug in dark mode,5
Masih di dapatkan bug \U0001f623,1
Bgus tapi eror,3
baru mau nyoba,5
Eror,2
"Tolong tambah fitur trending ,dan memang harus ada pembatasan karakter postingan sperti twitter jaman dulu, dan bisa pilih trending berdasarkan lokasi",3
Ngene\U0001f44d\U0001f3ff\U0001f44d\U0001f3ff\U0001f44d\U0001f3ff,5
"Perasaan gue aman\xb2 aja ni apk, Ga ada freeze dll.",5
"Tolong untuk tambahkan kolom trending, dan hashtag dapat berfungsi di aplikasi ini \U0001f64f\U0001f3fb",5
Download karena bagus \u274c Download karena skuad Paox \u2705,4
Semoga bisa menyaingi yang sebelah,5
glitch,1
bug nya masih banyak sampe ngeblank wkwk di android sama loading nya lama bangett padahal wifi udah 1000mbps,2
"Agak payah dapat like dan comem, sainganya centang biru semua \U0001f62a",3
ea,1
Aku FOMO doang\U0001f605\U0001f642\U0001f64f\U0001f3fb,5
THIS APP IS GOOD AF,5
Bug tross,1
ternyata cuma bikin theread aja,5
"Bagus sih Mirip sama aplikasi sebelah sih, mungkin ini bakal jadi saingan, bahkan sampai ke fiturnya",4
\U0001f44d,5
Saya baru coba kok muncul bug. Padahal hp saya baik-baik saya. Tolong dong dari pihak threads,1
Belum ada menu untuk sematkan postingan.,2
"Baru posting video tes kriuk standar komunitas, sudah diblokir gimana ini, mending Twitter is freedom of speech",1
tolong dong adain fitur buat ngehapus akun threads nyaa trs lencana yang di bio ig nya bisa dihapus permanen .,3
Nunggu kreator au pindah di sini,5
Such a good app for Twitter Alternative because they're greedy...,5
selama,4
boring,1
Belum bisa save gambar,3
"Elon musk vs mark Zuckerberg \U0001f645 Twitter vs thread, \U0001f646",5
Sampah.,1
Tambahkan tema di linimasa biar keliatan fresh tampilannya...gak monoton hitam putih,4
Asik semoga makin lama gak makin aneh ya aplikasi yang ini,5
Please Version Lite,1
"ini idenya ngikutin Twitter, gila emnh Mark Zuckerberg",4
Suka soalnya kya Twitter,5
Nice app,5
Kok bergetar ya layar nya?,5
"bagus!! tapi aku agak bingung gak bisa bedain yg follow sama yg enggak, kalopun harus diliat satu\xb2 agak ribet soalnya. mungkin bisa kasih perbedaan. tolong dibaca ya dev :')",5
Tempe goreng\U0001f60b,2
"Min cara mengaktifkan lencana yang ter pencet ""sembunyikan lencana""di bio ig gmn? Tolong tutor",4
Mirip\xb2 kaya Twitter,4
Saya harap threads kayak twitter jgn cuma teks aja,3
Moga ada fitur kayak apa yg trending gitu dan translatenya.,5
"baguss tapi pas di download ngelag, padahal sinyal full",5
Apa gunanya mengikuti kalau halaman awal dipenuhi oleh orang-orang yang tidak saya ikuti? Sunggu sangat tidak jelas,1
"Sedian fitur tambahan kaya bisa klik hashtag, trending, dm, save foto, download video",3
Tambahin fitur baru,4
Tolong adakan fitur Gif dan Hastag\U0001f64f\U0001f60a,4
Masih banyak bug,1
Rada bosok tapi gapapa,1
"Bug Atau hp gua yang jelek, soalnya masih belum bisa post photo",5
Nica,5
Anggap aja sdh bagus \U0001f44d\U0001f3fb\U0001f60e,5
"Overall bagus, cuman masih ada bug dan hal lain yang harus di tambahkan, seperti hastag, search keyword, trends, media, bookmark, pin post dll. Dan semoga standar komunitas di app ini tidak se-konyol di Facebook",3
Zuck vs elon I pick zuck for this time,5
mark ngebug anying kacauu,1
"Lumayanlah, semoga kedepannya nambah banyak fitur lagi.",5
"Ini di bikin untung saingan nya Twitter woii Kok mau di samain kyk Instagram,, yaa udah beda laa",5
Mohon bantuan nya dong. Aku mau upload foto ngga bisa. Selalu keluar terus tiap kali mau upload foto. Mohon bantuannya \U0001f64f,4
"Cukup menarik sih sebagai alternatif twitter, login nya jg sangat simple . . . Animasi saat open close foto/video jg asik fluid jg . . . Mudah\xb2 an di kasih opsi biar video tdk run otomatis jd lebih hemat kuota & jg saran dr sy lebih enak klo saat di like postingan, foto video tinggal double klik kyk instagram udh cukup mantap buat app ini . . .",4
Uda download. Tapi tiba2 gak bisa d pakai lrna eror,1
Mirip Twitter Tapi Lebih Bagusss,5
kerennn cuyy,5
anjay keren banget,5
Sudah bagus tingkatkan,5
apk ngentod,1
Tw gameover..,5
"Bagus banget, dan kekurangan nya cuma ga bisa multi akun, jadi bisa nya cuma login 1 akun saja\U0001f972 ga bisa 2 atau 3 akun..",5
Cuma penggen ngasih 5 aja.....,5
Good,5
"Aplikasi bikin Candu, haha",5
Muasukkkk gan,5
Asik banget ini apk,5
Tetep Instagram lebih baik,1
Saran selanjutnya untuk threads: 1. Tambahkan fitur mode gelap 2. Tambahkan fitur multi akun,3
"Aplikasinya nge-glitch di hp saya, masig menunggu update-an selanjutnya",3
Mantap Min semoga berkembang dan manfaat\U0001f917\U0001f44f,5
"Msih butuh bnyak update, contohnya bug saat logout gk bsa login lg",3
Ngambil data pribadinya banyak banget,1
Tolong di hape saya malah kayak hancur aplikasinya.... Saya refresh2 malah ketimpa jendela satu dengan yang lainnya,2
"Coba aja dlu, sapa tau cocok",5
Ada cerita misterinya ga gaes?,5
Sejauh ini masih bagus,5
Login aja wajib pakai akun instagram. Ngak praktis dan menyusahkan. Bad,1
"Baru install karena saran temen, mari kita coba, semoga kedepannya semakin maju",5
Kok gak bisa up foto ya,4
Kok threads saya macet yaa dan blank tolong diperbaiki,1
"sumpah nih apk bagus banget, cuma tampilannya aja kurang oke menurut ku. 1. Tombol Like koment dan share nya sangat berdekatan jadi kadang salah pencet. 2. Tidak ada fitur dm. 3. Tidak ada fitur untuk melihat siapa yg belum follow back kita. 4. Tidak ada fitur search timeline (semoga update kedepannya bakal dipertimbangkan untuk ditambahkan)",3
"untuk hari pertama udah okay sih. tapi emang ada beberapa fitur yg harus ditambah kayak fitur save/download foto, sematkan threads, DM, hastag biar bisa liat yg trending, multi acc, dan filter untuk kata-kata yang mau kita sembunyikan dari TL.",4
Threads udah gak kayak dulu lagi \U0001f614,1
Mantapp \U0001f525,5
Mantap,5
Akun saya tidak bisa mengikuti orang orangg\U0001f62a,4
Baik,5
"Belum dicoba, semoga bagus",5
Aplikasinya eror,1
Semoga bisa menghasilkan cuan seperti tiktok,5
"Masih awal percobaan, sejauh ini lancar. Semoga di masa depan semakin banyak kemudahan fitur.",5
lebih better lah bagi pengguna twitter karena di Twitter ada yang bayar kalo scroll itu mknya pada pindah,5
"baru juga belum sehari rilis dah pada minta fitur kek Instagram, twitter, tiktok lol",5
"Masih baru nyoba, untuk tampilannya bagus sih",5
ya mbuh ya,5
Mantap follow ig :momoy_ya,5
akun gue di hack anajy,1
Bosok error pas dibuka,1
ALL IN BANG MARK ZUCKERBERG,5
Bagus,5
Aplikasi pesaing Twitter \U0001f923,4
males maen ig kirain bisa login pake email selain pake ig,2
"Kalau bisa, ditambahkan untuk fitur penerjemah agar memudahkan pengguna Threads. Thankyou",5
so far so good sih,5
Ini buat apaan anjir gajelas bat,1
Woy tambahin album di galeri biar GK scrolling sampe akar terus kalo share foto,3
So far so good... \U0001f913,4
bantu rate ajah,5
"Coba dulu, jika bagus kedepannya kita kasih 5 bintang",4
Berguna untuk kaum galauyers \U0001f64c\U0001f3fb,5
Work cokk mantap\U0001f601\U0001f923,5
Sangat membantu saya dalam menjalankan informasi penting dari seputaran kampung saya\U0001f64f\U0001f3fb,5
Nyoba dulu!,5
menarik,5
Moga aja bagus,5
gg mark,5
Good,5
Not bad,5
Coment ahh\U0001f923,5
Semoga ga kaya tw***er apa-apa limit,5
Bagusssssss,5
Bagus sih,4
"Seharusnya Log in g harus pakai akun IG,biar bisa bikin username new",4
Kaya twiter,5
Saat saya membuka Threads terjadi bug seperti glitch saat loading. Tolong difix ya soalnya mau coba pake Threads :).,4
Ikut ikutan aja yang lagi viral,5
Kesini gara2 twitter mulai g asyik \u270c,4
App ini vibesnya kayak Twitter menurut gue,4
"ikut trend aja deh, mungkin berapa bulan lagi udh uninstall",5
Keren,5
Sebenernya tinggal tambahin fitur DM tambah manteb si,5
