Content,Rating,Category Level,Category
"Tolong tambahkan fitur ""close friend"" kedepannya, kurasa itu bagus",5,1,Positif
Lag,4,1,Positif
Data,3,0,Netral
IG rasa Twitter,5,1,Positif
Keren uy aslina,5,1,Positif
Hahahaa aplikasi apa ini,2,-1,Negatif
Woyy error'parahhh,1,-1,Negatif
Semoga menjadi kebermanfaatan. Aamiin \U0001f64f,4,1,Positif
Aku orang pertama yang download apk ini Mark hehee dari indo ni bosss,5,1,Positif
Gk bahaya tah?,5,1,Positif
"Mencoba hal baru, semoga lebih baik dan mudah digunakan",4,1,Positif
sebenernya fomo aja si.,4,1,Positif
gl,5,1,Positif
sangat simple dan bagus,5,1,Positif
keren sih update kedepan nya lebih banyak in fitur yg lain kalau bisa,5,1,Positif
"Aseeekk, berharap bisa pakai sampul juga dong threads, please pasti lebih asik \u2764",4,1,Positif
saya pengomentar ke 28 di review aplikasi ini,5,1,Positif
bagus sih tidak ada batasan kalimat,3,0,Netral
MantSp,5,1,Positif
Ups masih bagus.,5,1,Positif
Kesel sama Elon muak\U0001f62b\U0001faf5\U0001f3fb,5,1,Positif
"Mirip sih sama tw, tapi masih ada yg kurang gitu tapi gpp sih dah bagus kok",4,1,Positif
"Untuk sekarang masih minim fitur. seperti gak bisa save gambar/video, belum ad tagar, belum ada fitur translate dan masih ditemukan bug. Semoga kedepannya lebih di optimalkan",5,1,Positif
Muncul glitch,1,-1,Negatif
Postingan acak...,1,-1,Negatif
Josss,5,1,Positif
Bug Tampilan,1,-1,Negatif
"Menurut ku ini yang lebih keren sih daripada yang logo burung biru engga bisa konek in ke ig dan mau mutualan sama akun lain di ksih limit. Yuk buruan download aplikasi threads ini karena lebih seru dibanding yang ono, semoga aplikasi threads ini bisa ditambahkan fitur berita trending, #trending, fitur kayak ig juga biar makin nyaman buat pengguna nya",5,1,Positif
Bagus,5,1,Positif
"Bagus Twitter akan musnah dan menyerah karena kamehameha milik threads ini sangatlah dahsyat dengan gabungan super saiya elektrik, dan rasengan chidori",5,1,Positif
Bagus bangettttty 55555555,5,1,Positif
Moga ada dood nya,5,1,Positif
"bug, padahal sinyal bagus. error",1,-1,Negatif
Bagus,5,1,Positif
"masih banyak yang harus dibenahi, tiba tiba erorr sendiri, belum ada beberapa fitur yang penting. Overall cukup bagus dan semoga dikembangkan lebih lagi \U0001f44d\U0001f3fb",3,0,Netral
Ytta mazeehh \U0001f602,5,1,Positif
Apk bagus menurut ku bisa saingi Twitter kekurangan apk ini menurut ku hanyalah nggak ada translate otomatis,4,1,Positif
Cekcoktestad,1,-1,Negatif
Semacam twitter ini sihhh,5,1,Positif
Mantapp bagus beget aplikasinya,5,1,Positif
Punya gw ngebug Mulu\U0001f62d,1,-1,Negatif
Good bagus bet,5,1,Positif
masih banyak bug di apk nya,3,0,Netral
Semoga akunku centang biru wkwkwk,5,1,Positif
mending ini daripada burung biru,5,1,Positif
"oi,sekarang tanggal:7-7-2023",5,1,Positif
"Bagus, i like\U0001f919\U0001f3fb",5,1,Positif
Uwawww uwu,5,1,Positif
hallo gaisss,1,-1,Negatif
Logonya ganti Napa jangan @ doang,3,0,Netral
"In my device this apps got bugs, i uncomfortable that it",3,0,Netral
Please make threads lite,5,1,Positif
aga worth it si buat pengantii twit,3,0,Netral
Pesaing tweeter terbaik,5,1,Positif
Bikin translate nya om zuckerberg,5,1,Positif
"Kenapa tampilan threads saya menumpuk dan bertabrakan, menjadi sulit untuk dibaca :(",1,-1,Negatif
keren,5,1,Positif
Belum nyoba,5,1,Positif
Belum apa-apa eorr Mulu nie aplikasi,1,-1,Negatif
"Kalau saya ganti kata sandi, aplikasinya ga bisa kepakai :/",3,0,Netral
Apk baru dirilis kemarin gw masih belum tau apa fungsinya semoga aja membantu \U0001f60a\U0001f64f\U0001f3fb,5,1,Positif
\U0001f44d,5,1,Positif
Masih ada bug,1,-1,Negatif
aku dan sinta suka sekali\U0001f60d\U0001f60d\U0001f60d,5,1,Positif
Lumayan,4,1,Positif
Need fitur translate,4,1,Positif
"Masih belum tau apknya seperti apa, jadi akanku coba dulu meskipun udh dikasih bintang",5,1,Positif
Aku meh koment opo bingong...,5,1,Positif
keren nih app!,5,1,Positif
Ga tau fungsinya apa tapi coba install aja deh.,5,1,Positif
Menarik,5,1,Positif
seruuu siihhh\U0001faf6\U0001f3fb,5,1,Positif
di hp gw apknya error ga tw knp begini yaks,1,-1,Negatif
aplikasi mudah digunakan,5,1,Positif
"Fitur hapus, save foto, video blm ada\U0001f62e\u200d\U0001f4a8",3,0,Netral
threads oke!,5,1,Positif
"Aplikasi tidak berjalan dengan baik di smartphone saya dengan Android 9. Aplikasi seperti gagal untuk me-render setiap pergerakan animasi, jadi tampilan dalam aplikasi terlihat bertumpuk. Hal itu terjadi baik saat scrolling maupun berpindah halaman di aplikasi.",1,-1,Negatif
tidak tahu,5,1,Positif
No comen,5,1,Positif
Bagus,5,1,Positif
Welcome Threads,5,1,Positif
Mantap,5,1,Positif
Oke lah,5,1,Positif
Full of bugs,1,-1,Negatif
Expriment,5,1,Positif
Kenapa ga bisa pakai hashtag min \U0001f601,5,1,Positif
Nice,5,1,Positif
"Tolong perbaiki untuk update selanjutnya, terjadi bug tiba tiba keluar sendiri log out, dan Instagram saya juga tiba tiba keluar juga. Mohon untuk update selanjutnya diperbaiki agar tidak keluar sendiri akunnya",3,0,Netral
Oke,5,1,Positif
Hadirrrrrrrrr,5,1,Positif
I can't make a picture post..if I make it it automatically exits itself please fix the bug asap,4,1,Positif
Sangat luar biasa\U0001f60e,5,1,Positif
"Next update tambahin fitur Dm, story. Selebihnya bagus.",4,1,Positif
"untuk saat ini good, ditunggu fitur dm\U0001f605",5,1,Positif
Good job mark,5,1,Positif
Eumm yes it's pretty good but this app sucks a lot of errors,5,1,Positif
"Saya ingin medsos yg bersih dari akun medsos lain, eh ini malah harus dikaitin dengan instagram hadeh...",2,-1,Negatif
Njay,5,1,Positif
Bagus \U0001f44d\U0001f44d\U0001f44d\U0001f44d\U0001f44daplikasinya\U0001f618\U0001f60d,5,1,Positif
persaingannya cukup ketat antara elon dengan mark :v,4,1,Positif
Baguss bngt dah,5,1,Positif
Bagus juga aplikasi ini,5,1,Positif
"Akun Twitter disuspend, pindah ke Threads",5,1,Positif
Lama gak main Twitter.. Ini kayak nostalgia lagi.. Dan kayaknya lebih enak app ini,5,1,Positif
mutualan ig kuy @albaihaque,5,1,Positif
"Lebih baik dari tweeter yang susah login, aplikasi lumayan lancar,",5,1,Positif
"Gatau bagus apa engga ,baru mau download",5,1,Positif
"Permisi,dengan segala hormat saya mengatakan ini.ngebug anying :v",4,1,Positif
I am sorry why mine still bugs?,3,0,Netral
Saya saja baru download semalam tiba tiba app nya logout sendiri tolong untuk diperbaiki ya,3,0,Netral
Bagus.. sebagai pengganti twitter,5,1,Positif
adain fitur hps akun nya dong,3,0,Netral
\U0001f91d\U0001f3fb,5,1,Positif
"Bagus sih, cuman masih ada bug ya, setiap saya mau upload dengan foto/video pasti akan selalu keluar secara paksa",4,1,Positif
"Tolong ban yg post foto bugil gtuan, g nyaman",1,-1,Negatif
"Puas namun kenapa Threads ini ada bug ya, mohon segera di fix",5,1,Positif
Oke lh keren,5,1,Positif
I think you can add a translate feature to make it easier for us to enjoy the apk.,4,1,Positif
Boleeee,5,1,Positif
"Bagus, tpi msh blum ngerti cara maennya",5,1,Positif
Pertamax,5,1,Positif
banyak sekali bug,1,-1,Negatif
redundant frames,1,-1,Negatif
Kurang fitur translate nya,5,1,Positif
Talking about everything,5,1,Positif
Piye \U0001f606,5,1,Positif
Tampilan sangat sederhana. Sayangnya timeline cuma ada 'for you' aja gak ada yang cuma akun yg kita following.,4,1,Positif
I am the second person to download this application and the first is the one who made this application,5,1,Positif
"saya bintang tiga dulu,dapat info app ini dari timeline di tiktok,katanya mau nyaingin twiter apa iya bisa \U0001f601",3,0,Netral
Cukup bagus untuk saat ini tetapi saya harap di tambahkan fitur save postingan jadi pengguna dapat menyimpan postingan.,4,1,Positif
Mark fomo,5,1,Positif
Gak ada translater nya,2,-1,Negatif
Kerja bagus,5,1,Positif
gokilll bet,5,1,Positif
Simpel,5,1,Positif
Bagus banget membuat orang ketagihan,5,1,Positif
i need a translate button on threads right now,3,0,Netral
Waduh Twitter ketar ketir,5,1,Positif
"Masih Bug, Ui saling tumpuk menumpuk",1,-1,Negatif
Bagus yang Seperti mirip Twitter,5,1,Positif
error gabisa dipake jadinya baru login mau scroll udah kacau gtu si tolong diperbaiki lgi..,1,-1,Negatif
replek bosku mantap\U0001f601\U0001f44d\U0001f44d,5,1,Positif
"Apk ini sangat bagus,dan ringan,saya kasih bintang 5",5,1,Positif
Keren mirip burung biru,5,1,Positif
Good apk,5,1,Positif
"terima kasih mark, disini saya bisa bebas mengekspresikan diri saya tanpa takut diketahui oleh beberapa orang disekitar saya",5,1,Positif
Coba cek 07-07-2023,4,1,Positif
Kurangnya ngga bisa switch account. Semoga nanti ada ya \u2764\ufe0f,5,1,Positif
Apk yang baik\U0001f44d,5,1,Positif
"Good but please connection with instagram lite, whatsapp, facebook to shared my tread",5,1,Positif
Mau nyoba yang lagi viral,5,1,Positif
SESUAI EKSPETASI\U0001f44d,5,1,Positif
"Yuk bisa yuk kalahkan aplikasi t*i*te* yang beberapa fitur nya harus bayar , bayarnya mahal lagi awokawok",5,1,Positif
Mren,5,1,Positif
Ngebug layar saya sangat buruk,1,-1,Negatif
Maaf sya kasih bintang 4 menurut sya si apk ny udh bguss cman kurang ad ny translate ny aj cman itu doang si ke kurang an ny selebihnya udh bguss ko\U0001f64f\U0001f64f,4,1,Positif
coba bisa tambahin lagu disetiap postingan biar jadi kayak di ig min seru,5,1,Positif
sudah bagus tapi tolong untuk user andro biar bisa simpan foto\U0001f64f\U0001f64f,5,1,Positif
Mau cobain aplikasi baru dari meta.. Wong Pruwatan Channel,5,1,Positif
Waw apa ni \U0001f44d,5,1,Positif
hmmm Bisaaa~,5,1,Positif
Lebih bagus dari pada twitter,5,1,Positif
bisa bikin untuk versi untuk semua andro?,5,1,Positif
suck,1,-1,Negatif
Lumayan,5,1,Positif
Tambahin fitur yang bisa ngeliat Threads yang kita ikuti doang,4,1,Positif
Good,5,1,Positif
Mayan aman dari kiwora cape dari tdi ketemu kiwora mulu,5,1,Positif
Crash + bug mulu tiap dipake,2,-1,Negatif
Menarik,5,1,Positif
No comen,5,1,Positif
Domo doang si gw,5,1,Positif
Saingan tweet,4,1,Positif
Visual ngeglitch anjir,1,-1,Negatif
Elon haha,5,1,Positif
bagus bagus bagus,5,1,Positif
Bug,1,-1,Negatif
"aplikasi baru, masih ngebug glitch gitu jadi ga bisa liat apa apa",4,1,Positif
"Sering menghapus konten Gue, giliran konten pelanggaran kebijakan tidak pernah dihapus!",1,-1,Negatif
Tulisannya jadi berantakan ( error),1,-1,Negatif
Latah aja dulu,5,1,Positif
Bagus,5,1,Positif
kerenn,5,1,Positif
I LOVE IT\u2764\u2764\u2764,5,1,Positif
Good,5,1,Positif
"Hebat, perdana launching sudah bisa dipakai oleh seluruh pengguna. \U0001f64f\U0001f3fb\U0001f607",5,1,Positif
Keren,5,1,Positif
"mantap Bang Mark,jgn Lupa Pas Ultah Ucapin Ya",5,1,Positif
Bagus,1,-1,Negatif
Okey,5,1,Positif
Follow @vrsomeone lah dek,5,1,Positif
Asik juga bisa adu nasib xixixixi,5,1,Positif
"Saran, harus bisa edit postingan. Klo typo gk bsa perbaiki.",5,1,Positif
Keren lur,5,1,Positif
"Mencoba app yg lg viral , semoga kedepannya ada fitur people nearby yach tanpa batasan usia dan jarak",3,0,Netral
ngelag :(,3,0,Netral
"MAKASIHHH BANGETTT YANG PEMBUAT APLIKASI INI , SUKAAA\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f",5,1,Positif
Oke,4,1,Positif
Mantap,5,1,Positif
"incomplete features if used as an application for discussion, because there are no hashtags, how to discuss something but only from one point of view of a post. It's better to improve Facebook than to make this application, because the Facebook feature is very supportive to be used as a discussion application.",3,0,Netral
Kenapa pas buka kok bikin geter?,4,1,Positif
Keren,5,1,Positif
"Saran agar dapat login dengan akun email, supaya GK harus gabung Instagram dulu.",4,1,Positif
"Untuk mode gelap masih ada bug,selain itu aman aman aja",4,1,Positif
Lumayan,5,1,Positif
former first download,5,1,Positif
Serius belum ada yg beri ulasan ? Gua coba\xb2 dlu dah,4,1,Positif
Keren \U0001f525,5,1,Positif
Ngebug,1,-1,Negatif
Lumayan lah.,5,1,Positif
Baru myoba xixixi,5,1,Positif
Semoga akun ini menjadi akun yg bermanfaat untuk banyak orang \U0001f525\U0001f525,5,1,Positif
Please rearrange how to restore the thread badge link that is in the instragram profile,1,-1,Negatif
Bagus,5,1,Positif
Threads gw kok error yaa,2,-1,Negatif
autentikasi kenapa ? saya ga pake autentikasi di threads namun saya pake autentikasi si instagram .. mau nyocokin udah salah,2,-1,Negatif
Gak ada terjemahannya \U0001f611,1,-1,Negatif
Bagus buat buang gabut,5,1,Positif
Coba dulu,3,0,Netral
Testimoni....,5,1,Positif
Tampilan setelah login kayak screenshoot'an numpuk,1,-1,Negatif
Bobob,5,1,Positif
Amazing,5,1,Positif
Nih apk gila sih penggantinya Twitter wkwkwkwk,5,1,Positif
Masih sepi fitur.,3,0,Netral
"Bintangnya segitu dulu, nanti kalo ada perubahan signifikan tambah lagi.",5,1,Positif
Good,5,1,Positif
Gg,5,1,Positif
Hebat bang Mark,5,1,Positif
Seru kok lumayan,4,1,Positif
eakkk,5,1,Positif
bug,1,-1,Negatif
Maaf mau tanya kenapa di saya layarnya itu selalu ga bisa di kebawahin sama agak eror gitu kaya double gitu jadi kaya eror gitu,5,1,Positif
"gw lebih demen ui nya ni aplikasi dibanding sebelah, mumpung baru juga yekan",5,1,Positif
heheheha,5,1,Positif
Tambahin fitur translet bahasa dong. Bagi saya yang tidak mengerti bahasa asing untuk menikmati utasan orang lain yg pakai bahasa asing jadi tidak bisa! Nanti setelah ada fitur translet saya akan mengedit ulasan saya menjadi bintang 5,3,0,Netral
Coba dulu kalau bagus kasih 5,3,0,Netral
Manteplah pokonya,5,1,Positif
So far it's good..,5,1,Positif
"haii, gimana? kita sukses kan? alhamdulillah.",5,1,Positif
Threads Mulu apa si yg di cari,5,1,Positif
bestlah,5,1,Positif
Hahaha! Akhirnyaaaaa! Pesaing Twitter!Mampus Lo Elon Mending Yilong Ma,5,1,Positif
Aplikasi yang sangat bagus,5,1,Positif
tolong adakan fitur translate,5,1,Positif
Keren,5,1,Positif
"Add Save Image, Load Image In Low Or High Quality, Data Saver, Well Like Twitter More or less",5,1,Positif
"Yang cari airdrop crypto gratisan bisa follow @kriptonesia_airdrop , info nya lengkap",5,1,Positif
First,5,1,Positif
Kapok di Twitter,5,1,Positif
Seppp,5,1,Positif
Kasih bintang 4 dulu lah belum ada trand soalnya,4,1,Positif
Bug,1,-1,Negatif
Nevermind\U0001f642,1,-1,Negatif
2023\U0001f5ff,5,1,Positif
"Tolong hilangkan agar link tidak terbaca di postingan threads, biar gak di jadikan tempat jualan, give away atau promo youtube dan hal mengganggu lainya...",5,1,Positif
Keren Dan Bagus,5,1,Positif
"mungkin kedepannya fitur\xb2 untuk mempermudah pengguna bisa ditambahkan seperti, pindah akun bisa hold tap saja, terus fitur hastag juga ditampilka dipencarian",4,1,Positif
"Gw akuin keren sih, cuma spam di home isinya bukan orang2 yg kita follow jd nyampah bgt ga penting",5,1,Positif
Gw suka awa :D,5,1,Positif
Kerenn,5,1,Positif
not bad lah,5,1,Positif
Coba dulu,2,-1,Negatif
"Lumayan mirip sama twitter dan menurut saya, saya lebih suka ini ketimbang twitter. Semoga di masa mendatang akan ada lagi fitur bagus yg di kembangkan oleh meta untuk Threads. Karena aplikasi ini punya potensi besar untuk bersaing dengan sosial media yg lain",5,1,Positif
wkwkw mantap mark,5,1,Positif
Ga tau kenapa d aku erorr padahal baru masuk,4,1,Positif
Theres a lot of bug/glitch. Hope y'all can fix it,2,-1,Negatif
Bisa gak.. jangan nyangkutin sama ig. Gua pengen make tapi Gua gak punya ig. Itu aja si minusnya. Akhirnya gua hapus lagi.,1,-1,Negatif
P !!,3,0,Netral
"apa,an \U0001f611",1,-1,Negatif
Ini gunanya untuk apa sih,2,-1,Negatif
Pertama,5,1,Positif
First min,5,1,Positif
muach banget,5,1,Positif
Lumayan bagus saran sih tambahin terjemahan teks nya sama supaya bisa chatan,5,1,Positif
"Suck. No following tab, no chronological timeline, Twitter still better",2,-1,Negatif
Keren\U0001f525\U0001f525\U0001f525,5,1,Positif
La kok ngebug,2,-1,Negatif
Mahok,5,1,Positif
keren kaya Twitter,5,1,Positif
Keren keren nunggu fedivers launch,5,1,Positif
APLIKASI INI (99%) MIRIP DENGAN APLIKASI YANG SRBELAH,5,1,Positif
Tambahkan mode malam,5,1,Positif
Dicoba dlu nanti saya kasih bintang 5,4,1,Positif
"Tingkatan lagi kalau bisa jangan ke hubung sama Ig usernamenya, terusnya tampilannya jangan terlalu Twitter kasih kesan yang lebih beda dari Twitter . Semoga berjaya",5,1,Positif
Kira2 bakalan banyak iklan sama yang jualan gak sih kedepanya ini aplikasi.?,2,-1,Negatif
Banyak bagus,5,1,Positif
Lumayan..Jauh lebih baik daripada Twittard..,5,1,Positif
Coba dulu,5,1,Positif
Good,5,1,Positif
First comment,5,1,Positif
Bug langsung di rasakan saat scrool untuk pertama kalinya. Text tidak mengikuti gerakan layar dia hanya diam dan membuat bayangan seperti fps. Dan terus tertumpuk saat membuka jendela lain.,1,-1,Negatif
Keren,5,1,Positif
filcker,1,-1,Negatif
Permainan ini sangat keren seperti anda melihat zuck sedang bertarung dengan elon musk. Alangkah baiknya kalian memilih aplikasi ini untuk mendukung zuck,5,1,Positif
firt komen,5,1,Positif
Good\U0001f617\U0001f44c,5,1,Positif
Kenapa ya view threads hancur dan numpuk2?,3,0,Netral
Lebih bagus jangan ada embel embel instagram di belakang nama threads. Gunakan kata kunci lain. Biar terkesan sosial media yang berbeda,5,1,Positif
Asikk g ada limit coyy\U0001f60c,4,1,Positif
Masih banyak bug di android,1,-1,Negatif
awalnya coba2 eh malah keterusan,5,1,Positif
Follow Threads Saya Nickname : rrq_juliman,5,1,Positif
"Sangat bagus, tidak ada bokep yang merajalela",5,1,Positif
Ketika di scroll langsung nge bag....,1,-1,Negatif
Top,5,1,Positif
pertamax,5,1,Positif
Perlu di update lagi sih ini Habis sembunyikan lencana threads di profil instagram masa ga bisa balik lagi... nyesel kecewa,2,-1,Negatif
Aplikasi sangat mantap sangat menggugah selera col-,5,1,Positif
Twitter ketar ketir,5,1,Positif
"Di aku kok ngelag yaa, susah buat di gunakan kyk orang2 gtu kenapa bisa ya?",5,1,Positif
Amazing,5,1,Positif
Kereennnn,5,1,Positif
First,5,1,Positif
aplikasi nya bagus cuma kalau bisa ditambah translate supaya memudahkan,2,-1,Negatif
Kereeennn teruss berinovasi dalam sejarah baru,5,1,Positif
Omg,5,1,Positif
Nice,5,1,Positif
"ngebug gini dah jadi berlayer"" gini teks nya",3,0,Netral
"Mantapp mas zuck, lawan tuh mars creature dia gk ada apa apanya",5,1,Positif
Mampua lo elon \U0001f602\U0001f602\U0001f602,5,1,Positif
"Apaan, kagak bisa masuk. Kalau akun utamanya aktifkan kode autentikasi dua-faktor. Gak cukup kode yang harus di isi di dalam aplikasi ini!",3,0,Netral
Wah aplikasinya sangat bagus walau gw belum coba\U0001f5ff,5,1,Positif
\U0001f62d\U0001f918\U0001f918,5,1,Positif
\U0001f970 komen pertama,5,1,Positif
Bagus,4,1,Positif
Saingin tuh apk sebelah,5,1,Positif
Nggak Bisa Di Instal Aplikasinya,2,-1,Negatif
Sudah bagus. Akan tetapi belum bisa translate bahasa inggris dan bahass lainnya ke bahasa Indonesia.,4,1,Positif
Saran aja kalau bisa kasih fitur edit postingan.. kalau salah ketik caption biar nggak usah hapus posting.. Tp bisa di edit,4,1,Positif
"pertama, mulai ngebug \U0001f603",1,-1,Negatif
App nya ngebug,1,-1,Negatif
Mantap,5,1,Positif
"Haha,, Ulasan Pertama nih dari INDONESIA.. dapat notifikasi dari Instagram langsung download.. jadi ingat baru-baru aplikasi Facebook \U0001f606",5,1,Positif
So good,5,1,Positif
"Good, hanya perlu beberapa perbaikan",5,1,Positif
Kenapa error yaa klo dipencet suka eror,1,-1,Negatif
nice app,5,1,Positif
WADUH,5,1,Positif
Good,5,1,Positif
"masih dalam masa pengembangan kan? tolong hastag, pinned utas, DM, bookmark disegerakan ya \U0001f64f",5,1,Positif
"Saya menjadi orang indo pertama yang komen disini, Jujur sih masih lebih baikan twitter, disini enak yang udah followersnya gede di instagram karna pengikutnya bakal bisa akses langsung ke sini. Pas buka malah ngang ngong bingung mau ngapain \U0001f923\U0001f923.",3,0,Netral
